TransactionID,UserID,CourseID,TransactionDate,Amount,CompletionStatus,Rating
T03628,U0641,C002,2022-07-30,154.52,Completed,3.0
T03629,U0335,C113,2023-06-15,19.16,In Progress,
T03630,U0288,C011,2023-09-14,80.6,Completed,4.0
T03631,U0252,C138,2023-06-06,61.86,In Progress,4.3
T03632,U0265,C112,2022-07-13,83.36,Not Started,4.7
T03633,U0271,C090,2024-02-05,40.4,In Progress,4.4
T03634,U0924,C055,2023-02-06,28.55,In Progress,4.8
T03635,U0920,C148,2022-10-30,108.98,In Progress,
T03636,U0700,C017,2023-10-24,146.86,In Progress,4.4
T03637,U0419,C068,2022-02-25,143.35,Completed,
T03638,U0726,C133,2024-03-13,95.67,Completed,4.2
T03639,U0795,C052,2024-03-23,109.22,Not Started,2.9
T03640,U0211,C138,2022-09-03,108.09,Completed,
T03641,U0365,C097,2023-05-22,141.39,Not Started,2.8
T03642,U0076,C048,2023-01-31,19.1,Completed,
T03643,U0660,C029,2022-04-26,144.87,Completed,
T03644,U0321,C027,2022-09-04,120.61,In Progress,4.5
T03645,U0725,C146,2023-05-27,47.63,Completed,
T03646,U0433,C104,2023-10-16,19.31,In Progress,3.7
T03647,U0109,C060,2023-09-01,30.61,In Progress,
T03648,U0641,C106,2022-03-14,109.68,In Progress,
T03649,U0522,C069,2023-06-25,154.09,In Progress,
T03650,U0047,C114,2022-01-13,73.57,Completed,4.5
T03651,U0379,C021,2023-01-05,82.02,Completed,
T03652,U0827,C102,2022-11-21,187.48,Completed,2.9
T03653,U0096,C131,2022-05-16,50.46,Completed,3.3
T03654,U0958,C095,2023-02-01,29.7,Not Started,
T03655,U0103,C105,2024-05-31,75.24,In Progress,
T03656,U0892,C125,2024-05-09,151.72,In Progress,3.0
T03657,U0854,C002,2023-08-06,128.94,In Progress,3.8
T03658,U0146,C066,2023-03-07,88.99,Completed,3.9
T03659,U0880,C113,2023-01-10,193.29,In Progress,3.6
T03660,U0942,C042,2023-07-14,149.64,In Progress,3.1
T03661,U0928,C020,2023-12-01,21.74,Completed,4.9
T03662,U0027,C097,2022-06-26,151.47,Not Started,3.5
T03663,U0732,C068,2024-02-21,14.56,In Progress,
T03664,U0530,C075,2023-04-28,133.55,Completed,
T03665,U0679,C125,2024-02-28,49.98,In Progress,4.6
T03666,U0945,C047,2022-03-16,142.31,Completed,3.0
T03667,U0989,C005,2022-01-18,68.85,Completed,
T03668,U0082,C049,2023-08-25,175.86,In Progress,3.8
T03669,U0428,C124,2022-03-11,74.0,Not Started,2.9
T03670,U0584,C037,2022-01-15,127.73,In Progress,2.6
T03671,U0822,C146,2022-09-26,64.32,Not Started,
T03672,U0479,C019,2022-08-09,184.26,Not Started,2.8
T03673,U0766,C040,2022-02-10,158.38,Not Started,
T03674,U0162,C017,2022-03-03,56.22,Completed,
T03675,U0839,C099,2024-03-19,190.26,In Progress,
T03676,U0932,C093,2023-02-12,77.85,Completed,3.0
T03677,U0402,C042,2023-06-03,133.84,In Progress,2.9
T03678,U0508,C123,2022-10-21,151.13,Not Started,4.0
T03679,U0038,C107,2023-10-06,14.34,Completed,3.9
T03680,U0955,C072,2023-12-31,192.19,In Progress,4.7
T03681,U0511,C065,2023-05-29,75.43,In Progress,
T03682,U0393,C109,2024-02-25,46.05,Completed,
T03683,U0713,C053,2023-03-02,171.62,Completed,2.6
T03684,U0494,C135,2023-03-10,143.54,In Progress,4.2
T03685,U0200,C133,2023-12-20,26.47,Completed,3.1
T03686,U0255,C024,2023-02-16,32.23,In Progress,3.1
T03687,U0179,C028,2022-03-26,145.88,In Progress,4.3
T03688,U0547,C062,2023-10-18,24.2,In Progress,4.5
T03689,U0594,C017,2023-07-04,184.25,Completed,3.4
T03690,U0389,C020,2023-07-05,150.88,In Progress,4.5
T03691,U0398,C003,2023-09-23,73.73,Completed,3.6
T03692,U0732,C143,2022-06-06,78.95,Not Started,4.6
T03693,U0158,C051,2022-10-12,106.22,Completed,2.6
T03694,U0004,C136,2022-03-27,78.57,Not Started,2.7
T03695,U0167,C141,2022-11-14,158.85,In Progress,4.4
T03696,U0468,C003,2022-03-22,195.19,In Progress,4.1
T03697,U0960,C073,2023-06-08,121.05,Completed,3.9
T03698,U0409,C105,2022-07-28,94.74,Completed,4.0
T03699,U0412,C118,2024-04-07,52.32,Completed,4.8
T03700,U0204,C034,2022-06-09,134.14,Completed,4.1
T03701,U0194,C137,2023-07-04,140.25,Not Started,4.1
T03702,U0235,C062,2022-12-01,140.18,Completed,
T03703,U0718,C120,2023-02-05,15.12,Not Started,4.7
T03704,U0150,C115,2023-08-24,180.82,In Progress,3.2
T03705,U0159,C013,2023-10-12,74.23,Completed,4.0
T03706,U0279,C069,2024-02-21,151.38,In Progress,4.0
T03707,U0816,C077,2024-05-04,154.35,Completed,2.8
T03708,U0404,C001,2023-10-28,133.6,Completed,3.8
T03709,U0893,C089,2023-11-29,85.01,Completed,
T03710,U0678,C047,2023-10-21,125.58,Not Started,3.0
T03711,U0311,C004,2022-03-09,17.63,In Progress,4.8
T03712,U0068,C010,2022-11-14,154.75,In Progress,
T03713,U0463,C028,2023-12-17,28.91,Completed,3.9
T03714,U0088,C121,2023-03-24,85.37,In Progress,3.3
T03715,U0217,C126,2024-01-18,29.68,Completed,3.9
T03716,U0001,C134,2024-05-16,169.03,Completed,
T03717,U0135,C140,2022-09-02,114.55,Completed,
T03718,U0697,C062,2022-03-01,141.27,Completed,4.7
T03719,U0351,C067,2022-09-08,139.68,In Progress,
T03720,U0140,C074,2022-03-30,169.9,Completed,3.4
T03721,U0618,C095,2023-03-21,35.18,Not Started,3.6
T03722,U0133,C143,2022-04-29,135.34,Completed,2.8
T03723,U0620,C036,2023-04-10,119.27,In Progress,
T03724,U0178,C142,2023-09-19,15.86,Completed,2.5
T03725,U0810,C112,2023-09-16,48.26,Completed,3.8
T03726,U0358,C131,2022-02-26,60.83,Not Started,4.6
T03727,U0380,C113,2022-11-13,23.78,Not Started,
T03728,U0908,C110,2023-11-14,77.39,In Progress,
T03729,U0871,C114,2024-01-30,15.16,Not Started,2.6
T03730,U0658,C067,2023-11-05,115.09,Not Started,4.6
T03731,U0450,C126,2024-01-29,50.18,In Progress,3.5
T03732,U0586,C086,2022-06-29,64.52,Not Started,
T03733,U0463,C019,2022-05-03,182.98,Completed,2.8
T03734,U0990,C069,2022-01-13,105.53,In Progress,4.9
T03735,U0108,C010,2023-12-26,61.1,In Progress,
T03736,U0122,C141,2022-05-21,123.7,Completed,2.6
T03737,U0017,C128,2023-12-20,48.31,Not Started,4.9
T03738,U0196,C099,2022-01-12,24.13,Completed,2.5
T03739,U0327,C032,2022-06-17,13.96,Not Started,4.3
T03740,U0318,C112,2023-05-24,190.78,Completed,4.7
T03741,U0809,C024,2022-12-22,147.67,Completed,2.9
T03742,U0479,C035,2023-06-20,161.98,Completed,3.4
T03743,U0252,C083,2023-06-14,196.36,Not Started,3.9
T03744,U0503,C070,2024-03-12,187.0,Completed,4.2
T03745,U0999,C109,2024-04-22,150.0,In Progress,4.7
T03746,U0119,C099,2024-01-09,141.85,In Progress,
T03747,U0674,C033,2022-09-23,73.99,Completed,3.4
T03748,U0710,C056,2022-06-20,29.75,Not Started,4.6
T03749,U0498,C147,2023-01-16,119.0,Completed,
T03750,U0486,C012,2022-05-10,119.48,In Progress,3.1
T03751,U0045,C011,2024-02-07,190.92,In Progress,
T03752,U0314,C070,2024-03-10,94.08,Completed,
T03753,U0179,C140,2024-06-13,141.24,Completed,
T03754,U0894,C041,2022-10-03,119.23,In Progress,2.9
T03755,U0418,C106,2024-01-21,43.57,Not Started,4.7
T03756,U0556,C003,2022-05-01,122.48,Completed,5.0
T03757,U0783,C003,2024-02-29,112.61,Completed,2.6
T03758,U0078,C084,2022-01-31,103.83,Not Started,3.7
T03759,U0326,C107,2022-12-10,107.54,Completed,3.3
T03760,U0690,C134,2024-04-06,41.15,In Progress,
T03761,U0357,C020,2023-03-16,98.05,In Progress,3.6
T03762,U0416,C139,2022-10-06,125.06,Completed,4.3
T03763,U0963,C096,2023-06-21,102.99,In Progress,
T03764,U0515,C124,2022-03-07,102.84,Not Started,
T03765,U0214,C021,2022-09-27,24.72,In Progress,3.3
T03766,U0854,C114,2023-12-31,46.24,In Progress,3.9
T03767,U0074,C013,2023-08-14,70.97,In Progress,
T03768,U0563,C086,2023-10-05,89.67,In Progress,
T03769,U0579,C035,2022-03-20,122.84,Completed,
T03770,U0509,C047,2023-05-24,174.03,In Progress,4.2
T03771,U0332,C149,2023-04-12,40.23,Completed,4.7
T03772,U0093,C146,2023-06-08,12.86,Completed,
T03773,U0688,C125,2023-01-04,95.35,Not Started,
T03774,U0657,C110,2022-02-26,92.09,In Progress,4.9
T03775,U0519,C037,2023-05-27,114.85,Not Started,
T03776,U0269,C021,2024-05-29,168.3,Completed,3.6
T03777,U0376,C014,2023-08-04,162.44,Not Started,
T03778,U0834,C091,2022-06-20,29.0,In Progress,
T03779,U0004,C060,2023-01-12,187.45,Not Started,4.0
T03780,U0138,C124,2022-06-11,30.97,Not Started,2.6
T03781,U0231,C023,2022-09-19,130.56,Not Started,4.6
T03782,U0600,C111,2024-03-02,137.75,Not Started,4.5
T03783,U0529,C124,2022-04-16,139.17,Completed,2.6
T03784,U0052,C030,2023-08-11,60.41,In Progress,2.6
T03785,U0646,C115,2023-11-22,72.76,Completed,4.4
T03786,U0723,C090,2024-01-11,114.24,In Progress,3.4
T03787,U0325,C038,2022-04-29,47.91,Not Started,
T03788,U0992,C083,2022-08-22,13.85,Completed,
T03789,U0970,C027,2024-01-29,116.8,In Progress,
T03790,U0905,C104,2023-06-06,98.39,In Progress,3.2
T03791,U0731,C116,2022-01-03,134.77,Completed,3.1
T03792,U0717,C015,2022-02-15,37.86,Completed,
T03793,U0723,C003,2024-05-29,169.77,Completed,4.4
T03794,U0277,C010,2024-06-02,37.77,Completed,
T03795,U0536,C120,2022-01-13,179.35,In Progress,4.0
T03796,U0486,C145,2022-09-08,95.4,In Progress,3.7
T03797,U0516,C128,2022-02-17,114.45,Completed,3.3
T03798,U0152,C011,2023-04-29,180.34,Not Started,
T03799,U0955,C133,2023-01-08,66.97,In Progress,3.4
T03800,U0483,C069,2023-01-28,44.54,In Progress,4.2
T03801,U0259,C064,2022-06-03,94.68,Completed,4.3
T03802,U0324,C014,2022-07-03,56.42,In Progress,
T03803,U0869,C050,2024-05-28,110.28,Completed,
T03804,U0168,C072,2022-02-06,62.29,In Progress,3.0
T03805,U0688,C069,2023-07-21,174.24,In Progress,4.7
T03806,U0310,C135,2024-04-02,125.38,Completed,4.7
T03807,U0803,C127,2024-01-02,10.04,Not Started,3.3
T03808,U0479,C016,2024-01-29,163.03,In Progress,3.9
T03809,U0056,C078,2023-11-03,72.73,Completed,4.0
T03810,U0620,C101,2023-03-06,70.83,Not Started,
T03811,U0473,C056,2022-08-18,82.77,Completed,
T03812,U0296,C105,2022-11-26,129.74,In Progress,4.3
T03813,U0461,C132,2022-09-12,93.98,In Progress,
T03814,U0324,C048,2023-03-03,129.43,Completed,3.8
T03815,U0814,C017,2024-01-08,37.88,Not Started,2.7
T03816,U0846,C111,2022-11-24,194.32,In Progress,2.8
T03817,U0141,C070,2022-10-05,148.62,Completed,3.2
T03818,U0667,C080,2024-04-25,57.53,Not Started,3.0
T03819,U0262,C093,2022-03-21,147.58,In Progress,
T03820,U0785,C038,2023-08-09,119.24,In Progress,3.5
T03821,U0420,C101,2023-01-17,30.74,Not Started,4.7
T03822,U0744,C062,2022-05-03,43.85,Completed,4.5
T03823,U0241,C121,2023-05-30,17.84,Completed,
T03824,U0355,C048,2023-11-21,163.75,Completed,3.0
T03825,U0849,C010,2022-02-23,114.81,Not Started,3.6
T03826,U0770,C036,2022-07-03,70.17,Completed,3.3
T03827,U0761,C004,2022-08-17,34.0,Completed,
T03828,U0589,C044,2024-04-03,101.96,Completed,4.7
T03829,U0180,C056,2023-06-13,109.79,Completed,3.1
T03830,U0066,C042,2022-02-17,143.36,In Progress,3.3
T03831,U0820,C114,2023-02-15,194.28,Not Started,3.8
T03832,U0348,C141,2022-03-12,92.63,Completed,3.2
T03833,U0171,C021,2024-06-17,87.14,Completed,4.6
T03834,U0474,C079,2023-04-22,80.28,In Progress,4.5
T03835,U0534,C069,2024-06-05,167.11,Completed,4.3
T03836,U0367,C070,2022-10-17,39.69,Not Started,4.2
T03837,U0107,C067,2024-03-03,75.31,In Progress,3.9
T03838,U0439,C048,2024-05-15,147.73,Completed,3.4
T03839,U0835,C036,2022-11-15,12.97,Not Started,4.6
T03840,U0227,C149,2022-12-02,64.97,Completed,
T03841,U0444,C027,2022-03-30,131.86,Completed,
T03842,U0442,C072,2023-07-21,45.32,Completed,3.5
T03843,U0396,C101,2023-04-13,67.51,Not Started,
T03844,U0728,C096,2022-01-09,102.34,In Progress,4.6
T03845,U0581,C128,2023-01-13,90.17,Completed,2.9
T03846,U0084,C026,2022-07-25,30.14,Not Started,4.2
T03847,U0615,C066,2022-10-26,188.25,In Progress,
T03848,U0551,C140,2023-08-01,18.41,Completed,
T03849,U0013,C022,2024-03-14,152.44,In Progress,3.8
T03850,U0809,C017,2022-11-08,23.56,In Progress,3.3
T03852,U0693,C107,2023-09-30,43.32,Completed,3.3
T03853,U0493,C068,2022-09-06,36.8,Completed,
T03854,U0268,C128,2023-04-21,33.91,In Progress,
T03855,U0525,C037,2023-01-13,96.02,Not Started,3.3
T03856,U0120,C038,2023-08-29,107.93,In Progress,3.7
T03857,U0970,C096,2023-05-21,35.33,Not Started,2.7
T03858,U0353,C139,2024-03-02,196.08,In Progress,
T03859,U0057,C001,2024-03-05,58.97,Not Started,
T03860,U0040,C042,2022-07-20,97.17,Completed,4.7
T03861,U0886,C063,2024-01-21,51.08,Completed,4.0
T03862,U0336,C081,2023-07-14,103.84,In Progress,
T03863,U0640,C008,2024-02-18,153.63,Completed,2.9
T03864,U0173,C027,2024-03-26,109.0,In Progress,
T03865,U0547,C052,2022-09-09,64.26,Not Started,3.9
T03866,U0259,C146,2022-06-04,57.19,Completed,
T03867,U0888,C091,2022-01-07,154.19,Not Started,2.8
T03868,U0517,C086,2023-02-24,32.46,In Progress,
T03869,U0730,C016,2022-01-25,80.28,In Progress,
T03870,U0523,C066,2022-08-27,38.77,In Progress,3.2
T03871,U0894,C005,2023-07-09,59.01,Completed,4.5
T03872,U0839,C082,2022-12-21,39.0,Completed,4.8
T03873,U0117,C131,2023-10-14,178.48,In Progress,
T03874,U0184,C118,2024-05-09,149.05,Not Started,4.4
T03875,U0906,C081,2023-12-12,116.57,In Progress,4.1
T03876,U0874,C070,2024-06-17,52.63,Completed,5.0
T03877,U0116,C115,2022-01-10,106.93,Completed,
T03878,U0162,C007,2022-12-10,108.95,Not Started,
T03879,U0579,C050,2022-01-02,122.17,In Progress,3.3
T03880,U0712,C142,2024-02-17,21.41,Not Started,3.5
T03881,U0543,C111,2023-11-05,194.84,In Progress,3.4
T03882,U0587,C047,2023-01-21,98.42,In Progress,3.2
T03883,U0237,C112,2024-05-19,186.03,In Progress,4.2
T03884,U0839,C043,2024-01-26,11.85,Completed,4.0
T03885,U0066,C091,2024-01-15,57.03,In Progress,3.3
T03886,U0070,C029,2022-11-11,29.75,In Progress,2.8
T03887,U0809,C128,2022-04-17,156.22,In Progress,
T03888,U0447,C133,2022-07-30,70.81,Not Started,
T03889,U0416,C096,2023-06-27,169.68,Completed,
T03890,U0532,C117,2022-09-01,168.14,In Progress,3.4
T03891,U0441,C070,2023-03-06,136.87,Completed,2.6
T03892,U0738,C130,2023-05-19,136.49,Completed,3.7
T03893,U0946,C070,2022-03-03,143.02,In Progress,4.6
T03894,U0464,C110,2022-05-26,138.01,Completed,3.0
T03895,U0921,C132,2023-12-30,83.5,In Progress,
T03896,U0396,C056,2022-10-14,139.73,Completed,3.7
T03897,U0711,C089,2022-04-06,180.5,Completed,3.4
T03898,U0551,C137,2022-02-14,73.18,Completed,
T03899,U0657,C131,2022-08-26,189.52,Completed,
T03900,U0557,C100,2024-05-15,12.57,Not Started,
T03901,U0395,C129,2023-06-17,76.32,In Progress,4.2
T03902,U0326,C057,2023-02-27,35.09,Not Started,
T03903,U0893,C144,2023-12-19,34.05,Completed,3.2
T03904,U0919,C051,2023-01-17,164.92,In Progress,3.9
T03905,U0091,C112,2023-04-15,184.48,In Progress,4.7
T03906,U0750,C104,2024-02-05,157.76,Completed,4.7
T03907,U0070,C127,2022-03-28,195.55,In Progress,3.6
T03908,U0166,C055,2023-08-18,51.09,In Progress,
T03909,U0642,C001,2022-04-08,36.74,In Progress,
T03910,U0214,C090,2023-06-02,108.92,In Progress,
T03911,U0852,C053,2022-05-17,167.51,Completed,4.6
T03912,U0601,C073,2023-10-15,17.56,Completed,3.2
T03913,U0335,C108,2024-04-19,199.15,In Progress,3.4
T03914,U0764,C150,2023-02-08,124.42,Not Started,4.5
T03915,U0369,C008,2022-03-18,195.99,Completed,
T03916,U0861,C042,2023-08-30,79.36,Completed,3.7
T03917,U0584,C025,2023-08-05,97.01,In Progress,
T03918,U0677,C038,2022-03-05,152.94,In Progress,
T03919,U0049,C085,2023-03-22,160.6,In Progress,2.6
T03920,U0052,C024,2023-11-10,54.27,Completed,3.8
T03921,U0289,C060,2022-05-14,186.65,In Progress,
T03922,U0790,C111,2022-08-31,174.8,In Progress,4.2
T03923,U0626,C066,2022-10-26,13.45,In Progress,3.8
T03924,U0239,C142,2022-09-25,34.42,In Progress,
T03925,U0133,C053,2024-05-21,104.25,In Progress,
T03926,U0999,C106,2022-11-19,97.57,Not Started,4.6
T03927,U0786,C096,2024-03-31,144.58,In Progress,3.2
T03928,U0166,C039,2023-02-07,27.04,In Progress,3.4
T03929,U0374,C042,2023-12-19,132.51,Completed,
T03930,U0373,C111,2024-05-01,127.1,Completed,2.8
T03931,U0805,C104,2024-01-24,54.38,Not Started,4.8
T03932,U0478,C077,2022-12-01,113.04,In Progress,3.0
T03933,U0755,C008,2022-11-22,52.21,In Progress,
T03934,U0479,C026,2023-04-09,37.91,In Progress,3.8
T03935,U0832,C140,2022-10-06,118.89,Completed,3.4
T03936,U0650,C043,2022-08-28,195.71,Not Started,4.7
T03937,U0591,C110,2022-03-18,55.01,In Progress,4.8
T03938,U0682,C100,2022-07-27,77.5,In Progress,3.3
T03939,U0635,C063,2022-05-20,58.74,Completed,2.7
T03940,U0688,C049,2024-03-09,60.62,In Progress,3.0
T03941,U0300,C115,2024-02-28,86.79,Completed,3.7
T03942,U0082,C137,2023-08-22,143.34,In Progress,3.2
T03943,U0087,C065,2022-04-22,17.36,In Progress,3.6
T03944,U0225,C071,2022-06-09,191.84,Completed,4.4
T03945,U0016,C007,2022-04-19,18.78,In Progress,
T03946,U0822,C080,2022-06-18,177.43,Completed,3.0
T03947,U0358,C067,2023-04-06,179.92,Not Started,
T03948,U0163,C138,2023-04-23,109.64,In Progress,4.4
T03949,U0610,C101,2022-11-18,36.02,Completed,
T03950,U0668,C095,2023-02-21,117.37,Completed,3.1
T03951,U0514,C087,2022-05-04,129.43,Not Started,3.6
T03952,U0350,C091,2023-07-03,172.96,In Progress,
T03953,U0909,C103,2023-01-02,114.66,Completed,3.2
T03954,U0681,C126,2024-02-28,88.02,Completed,
T03956,U0827,C004,2023-04-08,196.37,Not Started,4.2
T03957,U0837,C088,2022-11-12,132.56,In Progress,4.6
T03958,U0375,C003,2023-04-20,176.12,Completed,4.2
T03959,U0092,C091,2022-09-29,123.75,Completed,4.5
T03960,U0181,C003,2024-05-22,141.05,Completed,3.5
T03961,U0743,C081,2022-05-03,140.74,Not Started,3.8
T03962,U0301,C138,2022-04-03,143.9,In Progress,2.6
T03963,U0660,C094,2022-06-11,70.98,In Progress,3.2
T03964,U0792,C126,2024-04-06,119.37,In Progress,
T03965,U0189,C113,2023-12-04,122.88,Not Started,
T03966,U0859,C149,2022-11-08,69.85,Not Started,
T03967,U0862,C100,2024-04-26,76.46,Completed,4.0
T03968,U0314,C053,2023-12-23,154.82,Not Started,4.3
T03969,U0493,C087,2023-12-15,120.71,Not Started,
T03970,U0923,C089,2023-09-10,38.34,Completed,
T03971,U0922,C054,2022-02-11,169.14,Not Started,2.9
T03972,U0128,C020,2022-08-09,177.78,In Progress,
T03973,U0519,C113,2024-05-05,98.56,In Progress,3.8
T03974,U0426,C049,2024-05-27,49.68,Completed,4.3
T03975,U0559,C135,2022-12-02,190.04,In Progress,3.2
T03976,U0565,C029,2022-06-01,177.62,Completed,
T03978,U0550,C013,2023-12-30,28.15,Not Started,3.4
T03979,U0453,C003,2022-09-12,93.71,In Progress,
T03980,U0471,C002,2022-12-31,138.51,In Progress,2.8
T03981,U0988,C016,2023-02-10,43.31,In Progress,4.4
T03982,U0738,C094,2023-06-10,107.5,Completed,
T03983,U0565,C102,2022-02-20,90.82,In Progress,4.2
T03984,U0911,C134,2023-11-25,179.19,In Progress,
T03985,U0224,C045,2022-11-03,91.61,Completed,4.8
T03986,U0154,C071,2022-09-24,111.41,Completed,3.7
T03987,U0560,C133,2024-04-19,191.49,In Progress,
T03988,U0351,C056,2022-06-28,66.93,Completed,
T03989,U0147,C127,2022-02-01,64.9,Not Started,4.5
T03990,U0905,C032,2023-02-19,161.91,Completed,4.1
T03991,U0576,C049,2024-05-25,62.72,Completed,4.9
T03992,U0349,C013,2023-04-09,168.04,In Progress,4.6
T03993,U0182,C025,2023-07-24,28.14,In Progress,3.8
T03994,U0637,C060,2024-02-06,31.13,In Progress,
T03995,U0179,C059,2023-07-18,181.24,In Progress,2.5
T03996,U0039,C058,2022-09-13,112.74,In Progress,5.0
T03997,U0772,C020,2022-04-07,146.56,In Progress,4.8
T03998,U0894,C133,2023-04-19,52.79,Completed,
T03999,U0003,C057,2022-04-15,41.58,Completed,4.1
T04000,U0064,C054,2024-04-03,168.63,Completed,4.3
T04001,U0029,C112,2024-03-23,78.13,Completed,3.9
T04002,U0372,C086,2022-05-24,96.45,Completed,4.6
T04003,U0523,C037,2022-05-05,15.3,Completed,2.7
T04004,U0097,C084,2022-01-13,83.31,Not Started,
T04005,U0870,C048,2022-03-05,156.37,Completed,3.5
T04006,U0442,C118,2024-04-30,166.03,Completed,
T04007,U0203,C048,2024-03-10,142.75,Not Started,
T04008,U0411,C112,2022-08-16,141.5,Completed,3.8
T04009,U0993,C110,2022-05-14,106.18,Completed,4.0
T04010,U0021,C006,2022-07-22,112.27,Completed,4.3
T04011,U0551,C078,2024-04-23,151.09,Completed,3.8
T04012,U0735,C023,2023-02-15,56.98,Completed,4.2
T04013,U0102,C126,2023-01-17,53.98,Completed,3.3
T04014,U0046,C084,2023-12-04,190.48,Not Started,
T04015,U0066,C013,2023-10-08,15.25,Completed,2.7
T04016,U0603,C047,2023-10-23,36.49,Completed,
T04017,U0164,C044,2022-03-28,118.35,In Progress,2.7
T04018,U0971,C105,2023-08-20,150.18,Completed,3.6
T04019,U0111,C014,2023-08-24,112.19,Completed,
T04020,U0338,C121,2022-09-23,77.45,Not Started,
T04021,U0123,C036,2024-04-12,195.81,Not Started,2.5
T04022,U0705,C008,2022-03-18,143.72,In Progress,3.5
T04023,U0447,C150,2022-01-23,167.95,Completed,4.5
T04024,U0611,C016,2022-03-08,17.64,Not Started,3.0
T04025,U0291,C091,2022-07-22,54.81,Completed,4.5
T04026,U0671,C120,2023-10-24,81.08,Completed,4.6
T04027,U0412,C060,2023-03-31,44.68,In Progress,4.3
T04028,U0615,C010,2024-04-08,23.84,In Progress,
T04029,U0897,C031,2022-05-12,52.76,Completed,3.2
T04030,U0281,C021,2022-04-05,111.38,In Progress,2.9
T04031,U0043,C081,2024-05-17,142.18,Not Started,3.0
T04032,U0486,C033,2024-04-29,157.05,Completed,2.6
T04033,U0596,C031,2024-04-08,18.15,In Progress,4.6
T04035,U0703,C036,2022-05-06,33.21,Completed,3.3
T04036,U0051,C132,2022-02-13,91.92,Completed,
T04037,U0898,C068,2023-04-18,92.45,In Progress,
T04038,U0210,C090,2022-02-21,104.65,Completed,3.3
T04039,U0126,C132,2022-06-22,179.63,Not Started,4.7
T04040,U0492,C009,2023-08-11,162.96,Not Started,3.0
T04041,U0509,C030,2023-03-20,130.97,Not Started,
T04043,U0970,C045,2024-01-12,138.9,Completed,
T04044,U0581,C004,2023-02-09,165.57,Completed,2.5
T04045,U0777,C069,2023-05-24,117.11,In Progress,2.6
T04046,U0258,C023,2022-01-31,109.78,Not Started,3.8
T04047,U0930,C016,2023-01-27,147.57,In Progress,4.8
T04048,U0188,C022,2023-12-01,13.73,In Progress,
T04049,U0230,C072,2023-03-13,141.16,Completed,4.1
T04050,U0189,C048,2022-06-26,187.55,Not Started,2.6
T04051,U0415,C107,2022-12-29,145.64,Completed,3.4
T04052,U0010,C133,2022-08-08,16.98,Completed,3.4
T04053,U0114,C007,2022-07-11,81.79,Not Started,3.9
T04054,U0076,C051,2022-10-09,163.81,In Progress,3.1
T04055,U0676,C065,2022-10-14,192.13,Completed,3.2
T04056,U0502,C009,2023-04-02,80.32,Completed,4.1
T04057,U0085,C082,2022-06-02,169.82,Completed,
T04058,U0049,C045,2022-02-05,174.11,In Progress,
T04059,U0495,C122,2023-09-21,33.41,Completed,
T04060,U0838,C010,2023-09-27,170.69,Not Started,5.0
T04061,U0689,C073,2023-09-24,71.6,Completed,
T04062,U0387,C048,2022-09-09,122.71,In Progress,
T04063,U0970,C087,2023-10-25,112.39,Completed,4.4
T04064,U0389,C111,2022-10-30,135.97,Completed,3.6
T04065,U0218,C016,2023-05-26,150.68,In Progress,3.6
T04066,U0701,C053,2023-02-26,93.76,In Progress,3.1
T04067,U0981,C040,2023-07-18,178.77,Completed,
T04068,U0346,C100,2023-05-06,163.79,In Progress,3.6
T04069,U0230,C020,2022-03-04,159.22,Not Started,
T04070,U0255,C069,2022-03-31,97.06,Completed,3.6
T04071,U0236,C045,2022-10-14,17.13,Completed,
T04072,U0026,C006,2023-01-28,103.52,Completed,4.8
T04074,U0261,C102,2023-03-06,46.18,Completed,4.6
T04075,U0766,C130,2022-07-24,196.68,Completed,
T04076,U0271,C107,2023-10-21,163.45,In Progress,
T04077,U0123,C039,2024-03-27,144.86,Not Started,4.6
T04078,U0656,C118,2023-06-23,138.65,Completed,
T04079,U0257,C149,2022-09-13,121.52,Completed,4.4
T04080,U0656,C082,2023-10-08,146.92,In Progress,3.0
T04081,U0421,C054,2024-04-01,90.15,Completed,4.5
T04082,U0259,C110,2023-07-11,170.59,Completed,2.7
T04083,U0948,C012,2024-03-24,142.3,In Progress,3.2
T04084,U0047,C110,2022-01-20,156.53,Not Started,4.6
T04085,U0863,C038,2023-01-27,160.56,Not Started,4.4
T04086,U0525,C143,2024-03-11,27.48,Completed,
T04087,U0888,C007,2024-01-01,20.56,In Progress,
T04088,U0208,C078,2023-01-03,162.18,Completed,
T04089,U0311,C065,2023-05-07,59.27,Completed,4.2
T04090,U0747,C102,2023-07-12,120.56,Not Started,2.5
T04091,U0149,C101,2024-03-11,94.3,Not Started,4.6
T04092,U0834,C044,2023-05-12,14.18,Completed,3.8
T04093,U0438,C031,2022-12-19,17.64,Completed,4.9
T04094,U0155,C077,2023-08-03,167.14,Completed,3.7
T04095,U0678,C048,2023-05-30,125.45,In Progress,3.6
T04096,U0090,C082,2022-11-26,109.52,Not Started,3.6
T04097,U0698,C127,2023-02-02,189.42,Completed,3.4
T04098,U0830,C084,2022-10-04,42.88,Completed,
T04099,U0358,C010,2022-07-04,59.0,Completed,4.6
T04100,U0174,C029,2022-01-27,153.77,Completed,3.5
T04101,U0217,C048,2022-11-23,157.28,In Progress,
T04102,U0907,C116,2023-09-04,86.92,Not Started,2.5
T04103,U0456,C013,2022-08-13,190.68,Completed,
T04104,U0776,C047,2022-01-31,188.26,Completed,4.0
